source,rows,columns,n_patients,n_unique_keys,label_fh,label_lb,duplicate_keys
/home/storage/wy/embro/data/cy0626/embryo_new/processed_0507_clinical/clinical_cleaned_full.csv,1597,128,1158,1590,"{'0.0': 828, '1.0': 738, '2.0': 25, 'nan': 5, '3.0': 1}","{'0.0': 844, '1.0': 748, 'nan': 5}",4
